High Level,TRCP SECTOR,Road Corridor,GIS Link,Group,Id+Tag,Project Tag,V6 Item,TRCP Projects,Status,Cost Status,SUBTOTALS($),In V7,TRDS2017-ID,TRDS2017-Project,TRDS2017-Desc,V7 Item,TRDS2017-TRCP
URBAN ROADS,SECTOR 6 - KINGSCLIFF,TWEED COAST,,Tweed Coast Road (Widening to 4 Lanes),TRDS-33: Construct direct connection between Pacific Highway offramp and Morton Street. Retain exis,Construct direct connection between Pacific Highway offramp and Morton Street. Retain exis,,Construct direct connection between Pacific Highway offramp and Morton Street. Retain existing Morton Street access as left-in/left- out only.,TRDS-New,,0,Yes,33,Construct direct connection between Pacific Highway offramp and Morton Street. Retain existing Morton Street access as left-in/left- out only.,Morton St access from southbound off-ramp and restriction of existing Morton St/Tweed Coast Rd intersection to left-in/left-out only. Completed in conjunction with Item 32.,,Existing
URBAN ROADS,SECTOR 6 - KINGSCLIFF,TWEED COAST,,Tweed Coast Road,TRDS-39: Upgrade Tweed Coast Road/ Crescent Street intersection (roundabout),Upgrade Tweed Coast Road/ Crescent Street intersection (roundabout),,Upgrade Tweed Coast Road/ Crescent Street intersection (roundabout),TRDS-New,,0,Yes,39,Upgrade Tweed Coast Road/ Crescent Street intersection (roundabout),2-lane roundabout intersection.,,New
URBAN ROADS,SECTOR 6 - KINGSCLIFF,KINGSCLIFF,,Waugh St,TRDS-30: Upgrade Waugh Street/ Phillip Street intersection (roundabout),Upgrade Waugh Street/ Phillip Street intersection (roundabout),,Upgrade Waugh Street/ Phillip Street intersection (roundabout),TRDS-New,,0,Yes,30,Upgrade Waugh Street/ Phillip Street intersection (roundabout),New roundabout intersection.,,New
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Bogangar,87,,87: Northern gateway threshold,Northern gateway threshold,87,Northern gateway threshold,Completed,Actual Cost,54240,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Bogangar,88,,88: Hastings Road/Coast Rd Intersection,Hastings Road/Coast Rd Intersection,88,Hastings Road/Coast Rd Intersection,Completed,Actual Cost,175150,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Bogangar,89,,89: Pedestrian crossing - Pandanus Pde,Pedestrian crossing - Pandanus Pde,89,Pedestrian crossing - Pandanus Pde,Completed,Actual Cost,169500,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Bogangar,90,,90: Rosewood Ave/Coast Rd Intersection,Rosewood Ave/Coast Rd Intersection,90,Rosewood Ave/Coast Rd Intersection,Completed,Actual Cost,309620,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Bogangar,91,,91: Southern Gateway,Southern Gateway,91,Southern Gateway,Completed,Actual Cost,54240,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Hastings Point,,,95: Northern Gateway,Northern Gateway,95,Northern Gateway,Completed,Detailed Estimate,57630,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Hastings Point,,,96: Hastings Point Traffic Management Devices,Hastings Point Traffic Management Devices,96,Hastings Point Traffic Management Devices,Completed,Detailed Estimate,169500,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 7 - DURANBAH/ CABARITA,Hastings Point,,,97: Southern gateway threshold,Southern gateway threshold,97,Southern gateway threshold,Completed,Detailed Estimate,57630,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,99,,99:  Boronia Ave with Tweed Coast Road Intersection, Boronia Ave with Tweed Coast Road Intersection,99, Boronia Ave with Tweed Coast Road Intersection,Completed,Actual Cost,192100,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,100: Elfran to Boronia St Traffic Management Devices,Elfran to Boronia St Traffic Management Devices,100,Elfran to Boronia St Traffic Management Devices,Completed,Actual Cost,135600,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,101,,101:  Coronation Ave/Coast Rd Intersection, Coronation Ave/Coast Rd Intersection,101, Coronation Ave/Coast Rd Intersection,Completed,Actual Cost,310750,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,102:  Overall Dr with Tweed Coast Road Intersection, Overall Dr with Tweed Coast Road Intersection,102, Overall Dr with Tweed Coast Road Intersection,Completed,Actual Cost,151420,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,103: Southern Threshold,Southern Threshold,103,Southern Threshold,Completed,Actual Cost,54240,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,104: Coronation Dr Threshold (West),Coronation Dr Threshold (West),104,Coronation Dr Threshold (West),Completed,Actual Cost,54240,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,107(a): Kellehers Rd from  Pottsville Rd to Blackrocks,Kellehers Rd from  Pottsville Rd to Blackrocks,107(a),Kellehers Rd from  Pottsville Rd to Blackrocks,Not Started,Preliminary Estimate,6661200,Yes,45,Extend Kellehers Road toPottsville Road,Kellehers Rd extension to Pottsville – Mooball Rd. Completed in conjunction with Item 46.,,Existing
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,107(b): Seabreeze to Koala Beach connector road,Seabreeze to Koala Beach connector road,107(b),Seabreeze to Koala Beach connector road,Completed,Actual Cost,391175.49,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,107(c): Seabreeze to Koala Beach connector bridge,Seabreeze to Koala Beach connector bridge,107(c),Seabreeze to Koala Beach connector bridge,Completed,Actual Cost,269121.93,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Pottsville,,,107(d): Seabreeze Blvd/ Koala Beach Connector Upgrade Intersection  (included in cost of connector,Seabreeze Blvd/ Koala Beach Connector Upgrade Intersection  (included in cost of connector,107(d),Seabreeze Blvd/ Koala Beach Connector Upgrade Intersection  (included in cost of connector road),Completed,,0,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Blackrocks,,,108: Blackrocks Bridge,Blackrocks Bridge,108,Blackrocks Bridge,Completed,Actual Cost,1820750.92,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Blackrocks,,,109: i/s - Blackrocks Bridge & Coast Road,i/s - Blackrocks Bridge & Coast Road,109,i/s - Blackrocks Bridge & Coast Road,Completed,Detailed Estimate,192100,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 8 - POTTSVILLE,Cudgera Ck Rd,,,TRDS-42: Upgrade Pacific Highway (northbound)/ Cudgera Creek Road intersection (roundabout),Upgrade Pacific Highway (northbound)/ Cudgera Creek Road intersection (roundabout),,Upgrade Pacific Highway (northbound)/ Cudgera Creek Road intersection (roundabout),TRDS-New,,0,Yes,42,Upgrade Pacific Highway (northbound)/ Cudgera Creek Road intersection (roundabout),Single lane roundabout intersection.,,New
URBAN ROADS,SECTOR 8 - POTTSVILLE,Cudgera Ck Rd,,,TRDS-43: Upgrade Pacific Highway (southbound)/ Cudgera Creek Road intersection (roundabout),Upgrade Pacific Highway (southbound)/ Cudgera Creek Road intersection (roundabout),,Upgrade Pacific Highway (southbound)/ Cudgera Creek Road intersection (roundabout),TRDS-New,,0,Yes,43,Upgrade Pacific Highway (southbound)/ Cudgera Creek Road intersection (roundabout),Single lane roundabout intersection.,,New
URBAN ROADS,SECTOR 8 - POTTSVILLE,Cudgera Ck Rd,,,TRDS-44: Upgrade Cudgera Creek Road/ Pottsville Road intersection (roundabout),Upgrade Cudgera Creek Road/ Pottsville Road intersection (roundabout),,Upgrade Cudgera Creek Road/ Pottsville Road intersection (roundabout),TRDS-New,,0,Yes,44,Upgrade Cudgera Creek Road/ Pottsville Road intersection (roundabout),Single lane roundabout intersection.,,New
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,112.1,Cane Road,112(a): Cane Rd Extension to Barnby St Subdivision,Cane Rd Extension to Barnby St Subdivision,112(a),Cane Rd Extension to Barnby St Subdivision,Commenced,Detailed Estimate,8787982,Yes,47,Extend Cane Road to RousRiver Way,Cane Rd/Queensland Rd intersection to Rous River Way connection.,,Existing
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(b): West End to Frances St Extension,West End to Frances St Extension,112(b),West End to Frances St Extension,Not Started,Preliminary Estimate,3166998,Yes,48,Extend West End Street toFrances Street,West End St to Frances St connection.,,Existing
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,112.3,,112(c):  Byangum Rd/William St Intersection, Byangum Rd/William St Intersection,112(c), Byangum Rd/William St Intersection,Completed,Actual Cost,650188.44,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,North Arm Road,112(d):  North Arm Rd and Old Lismore Rd (Byangum Rd) Intersection, North Arm Rd and Old Lismore Rd (Byangum Rd) Intersection,112(d), North Arm Rd and Old Lismore Rd (Byangum Rd) Intersection,Not Started,Preliminary Estimate,686250,Yes,LEGACY,                                      ,0,,LEGACY
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,112.5,West End Street,112(e):  West End/Byangum/Wollumbin St Intersection, West End/Byangum/Wollumbin St Intersection,112(e), West End/Byangum/Wollumbin St Intersection,Completed,Actual Cost,168268.3,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,112.6,West End Street,112(f):  West End/Wentworth St Intersection, West End/Wentworth St Intersection,112(f), West End/Wentworth St Intersection,Not Started,Preliminary Estimate,686250,Yes,48,Extend West End Street toFrances Street,West End St to Frances St connection.,,Existing
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,Castlefield Drive,112(g): Widening Castlefield Drive for indented parking,Widening Castlefield Drive for indented parking,112(g),Widening Castlefield Drive for indented parking,Not Started,Preliminary Estimate,402142.5,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,Cane Road,112(h): Widening Cane Rd,Widening Cane Rd,112(h),Widening Cane Rd,Not Started,Preliminary Estimate,1756800,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(j): West End St Extension - Frances St to Barnaby St Subdivision (50/50 Split with Developer),West End St Extension - Frances St to Barnaby St Subdivision (50/50 Split with Developer),112(j),West End St Extension - Frances St to Barnaby St Subdivision (50/50 Split with Developer),Not Started,Preliminary Estimate,1110561.12,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,"112(k): Old Lismore Road + intersection (with North Arm Road), included in 112(m)","Old Lismore Road + intersection (with North Arm Road), included in 112(m)",112(k),"Old Lismore Road + intersection (with North Arm Road), included in 112(m)",Not Started,Preliminary Estimate,0,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(k) (cont): (cont.) Extend Sovereign Way to Old Lismore Road to allow for through connection with Cast,(cont.) Extend Sovereign Way to Old Lismore Road to allow for through connection with Cast,112(k) (cont),(cont.) Extend Sovereign Way to Old Lismore Road to allow for through connection with Castlefield Drive extension (developer works),Not Started,Preliminary Estimate,918660,No,EXCL,V6 item not in TRDS-delete,0,,EXCL
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(k) (cont): (cont.) Construct Cul-de Sacs on Old Lismore Road either side of Sovereign Way - Castlefie,(cont.) Construct Cul-de Sacs on Old Lismore Road either side of Sovereign Way - Castlefie,112(k) (cont),"(cont.) Construct Cul-de Sacs on Old Lismore Road either side of Sovereign Way - Castlefield Drive, past last driveways, convert road to pathway, and create Left in Left out intersection at Tyalgum Road",Not Started,Preliminary Estimate,1391715,No,EXCL,V6 item not in TRDS-delete,0,,EXCL
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(m): Old Lismore Rd from North Arm Rd ,Old Lismore Rd from North Arm Rd ,112(m),Old Lismore Rd from North Arm Rd ,Not Started,Preliminary Estimate,1417152,No,EXCL,V6 item not in TRDS-delete,0,,EXCL
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,112(n): Joshua St To Subdivision Boundary New Road,Joshua St To Subdivision Boundary New Road,112(n),Joshua St To Subdivision Boundary New Road,Completed,Preliminary Estimate,974475,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
URBAN ROADS,SECTOR 9 - MURWILLUMBAH,MURWILLUMBAH,,,TRDS-49: Four-laning of Tweed Valley Way (River Street to Quarry Road),Four-laning of Tweed Valley Way (River Street to Quarry Road),,Four-laning of Tweed Valley Way (River Street to Quarry Road),TRDS-New,,0,Yes,49,Four-laning of Tweed Valley Way (River Street to Quarry Road),Alma St/ Tweed Valley Way roundabout to 150m east of the Quarry Rd /Tweed Valley Way intersection. Approx 1.4km 4-lane section.,,New
COASTAL RURAL ROADS,SECTOR 6 - KINGSCLIFF,Cudgen Road,,,113: Tweed Valley Way to Duranbah Rd,Tweed Valley Way to Duranbah Rd,113,Tweed Valley Way to Duranbah Rd,Completed,Detailed Estimate,556242.5,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
COASTAL RURAL ROADS,SECTOR 7 - DURANBAH/ CABARITA,Clothiers Ck,,,116: Clothiers Ck Rd:  Stage 1 Motorway to Tristinia Dr,Clothiers Ck Rd:  Stage 1 Motorway to Tristinia Dr,116,Clothiers Ck Rd:  Stage 1 Motorway to Tristinia Dr,Completed,Actual Cost,426744.5,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
COASTAL RURAL ROADS,SECTOR 7 - DURANBAH/ CABARITA,Clothiers Ck,,,116(a): Stage 2: Tanglewood to Tristinia Dr ,Stage 2: Tanglewood to Tristinia Dr ,116(a),Stage 2: Tanglewood to Tristinia Dr ,Completed,Actual Cost,565565,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
COASTAL RURAL ROADS,SECTOR 7 - DURANBAH/ CABARITA,Clothiers Ck,,,116(b): Stage 3: Tanglewood Dr to Rosewood ,Stage 3: Tanglewood Dr to Rosewood ,116(b),Stage 3: Tanglewood Dr to Rosewood ,Completed,Detailed Estimate,1836250,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
COASTAL RURAL ROADS,SECTOR 8 - POTTSVILLE,Mooball/Pottsville Rd,,,117: Pottsville - Cudgera Ck Rd,Pottsville - Cudgera Ck Rd,117,Pottsville - Cudgera Ck Rd,Not Started,Preliminary Estimate,1207342.5,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
COASTAL RURAL ROADS,SECTOR 8 - POTTSVILLE,Cudgera Ck Rd,,,118: 2km section from Pottsville Mooball Rd  (RTA),2km section from Pottsville Mooball Rd  (RTA),118,2km section from Pottsville Mooball Rd  (RTA),Completed,Detailed Estimate,1028300,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Kyogle Road,,,120: Kyogle Rd Stage 1 : Byangum Bridge Ch 0 - Ch1500 (approx Boulder Close),Kyogle Rd Stage 1 : Byangum Bridge Ch 0 - Ch1500 (approx Boulder Close),120,Kyogle Rd Stage 1 : Byangum Bridge Ch 0 - Ch1500 (approx Boulder Close),Completed,Actual Cost,440700,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Kyogle Road,,,120(a): Kyogle Rd Stage 2 : Ch1500 - 2500 (approx 1//600298),Kyogle Rd Stage 2 : Ch1500 - 2500 (approx 1//600298),120(a),Kyogle Rd Stage 2 : Ch1500 - 2500 (approx 1//600298),Completed,Actual Cost,440700,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Kyogle Road,,,120(b): Kyogle Rd Stage 3: Ch2500 - Ch4000 (approx Mt Warning Rd),Kyogle Rd Stage 3: Ch2500 - Ch4000 (approx Mt Warning Rd),120(b),Kyogle Rd Stage 3: Ch2500 - Ch4000 (approx Mt Warning Rd),Completed,Actual Cost,440700,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Kyogle Road,,,"120(c): Kyogle Rd Stage 4: Ch4000 - Ch8500 (approx Marshal St, Uki)","Kyogle Rd Stage 4: Ch4000 - Ch8500 (approx Marshal St, Uki)",120(c),"Kyogle Rd Stage 4: Ch4000 - Ch8500 (approx Marshal St, Uki)",Completed,Actual Cost,2313675,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Kyogle Road,,,120(d): Kyogle Rd Stage 5: Ch8500 - 13000 (approx Palmers Rd),Kyogle Rd Stage 5: Ch8500 - 13000 (approx Palmers Rd),120(d),Kyogle Rd Stage 5: Ch8500 - 13000 (approx Palmers Rd),Completed,Actual Cost,2313675,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,123: Quarry Rd - Upgrade Existing from Tweed Valley Way to Reserve Creek Rd,Quarry Rd - Upgrade Existing from Tweed Valley Way to Reserve Creek Rd,123,Quarry Rd - Upgrade Existing from Tweed Valley Way to Reserve Creek Rd,Not Started,Preliminary Estimate,436272,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,123(a): Reserve Creek Road  upgrade to 2 lanes HD pavement,Reserve Creek Road  upgrade to 2 lanes HD pavement,123(a),Reserve Creek Road  upgrade to 2 lanes HD pavement,Not Started,Preliminary Estimate,734973.75,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,123(b): New Road Lundberg Dr to Reserve Creek Rd incl. intersection treatment Lundberg Dr,New Road Lundberg Dr to Reserve Creek Rd incl. intersection treatment Lundberg Dr,123(b),New Road Lundberg Dr to Reserve Creek Rd incl. intersection treatment Lundberg Dr,Not Started,Preliminary Estimate,2061083.25,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,123(c): Intersection upgrade Reserve Creek Rd and New Road including Bridge,Intersection upgrade Reserve Creek Rd and New Road including Bridge,123(c),Intersection upgrade Reserve Creek Rd and New Road including Bridge,Not Started,Preliminary Estimate,3504450,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,"123(d): Tweed Valley Way / Quarry Road Int upgrade incl. traffic signals, road works 120 m E,W and","Tweed Valley Way / Quarry Road Int upgrade incl. traffic signals, road works 120 m E,W and",123(d),"Tweed Valley Way / Quarry Road Int upgrade incl. traffic signals, road works 120 m E,W and bridge duplication",Not Started,Preliminary Estimate,10465587,Yes,50,Upgrade Tweed Valley Way/ Quarry Road intersection,Signalise intersection.,,Existing
INLAND RURAL ROADS,SECTOR 10 - KIELVALE,Quarry Road / Reserve Creek Road / Lundberg Drive,,,123(e): Quarry Rd and Reserve Ck Rd Roundabout (Suitable for Bdouble-15m radius),Quarry Rd and Reserve Ck Rd Roundabout (Suitable for Bdouble-15m radius),123(e),Quarry Rd and Reserve Ck Rd Roundabout (Suitable for Bdouble-15m radius),Not Started,Preliminary Estimate,1517070,Yes,LEGACY,V6 item not in TRDS but retain.,0,,LEGACY
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Tomewin Rd,,,124: Tomewin Rd : Dulguigan - QLD Border,Tomewin Rd : Dulguigan - QLD Border,124,Tomewin Rd : Dulguigan - QLD Border,Completed,Detailed Estimate,3924151,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
INLAND RURAL ROADS,SECTOR 12 - RURAL INNER,Tomewin Rd,,,124a.: Numinbah - Dulguigan,Numinbah - Dulguigan,124a.,Numinbah - Dulguigan,Completed,Detailed Estimate,1274075,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
LOCAL AREA WORKS,LAC 3,Pottsville-Local Area No 3,,Seabreeze Estate/Koala Beach Connector:,135: Seabreeze Estate - Bridge,Seabreeze Estate - Bridge,135,Seabreeze Estate - Bridge,Completed,Actual Cost,282500,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
LOCAL AREA WORKS,LAC 3,Pottsville-Local Area No 3,,Seabreeze Estate/Koala Beach Connector:,136: Seabreeze to Koala Beach Connector Rd,Seabreeze to Koala Beach Connector Rd,136,Seabreeze to Koala Beach Connector Rd,Completed,Actual Cost,395500,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
LOCAL AREA WORKS,LAC 3,Pottsville-Local Area No 3,,Seabreeze Estate/Koala Beach Connector:,136(a): Seabreeze Connector Rd/Macadamia Av Roundabout (included in actual cost of connector road),Seabreeze Connector Rd/Macadamia Av Roundabout (included in actual cost of connector road),136(a),Seabreeze Connector Rd/Macadamia Av Roundabout (included in actual cost of connector road),Completed,,0,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
LOCAL AREA WORKS,LAC 3,Pottsville-Local Area No 3,,Seabreeze Estate/Koala Beach Connector:,136(b): Seabreeze. Enhance I/S at sports ground access (included in actual cost of connector road),Seabreeze. Enhance I/S at sports ground access (included in actual cost of connector road),136(b),Seabreeze. Enhance I/S at sports ground access (included in actual cost of connector road),Completed,,0,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
LOCAL AREA WORKS,LAC 4,Local Area No 4,,Local Area Works,137: 3 intersection upgrades Tweed Coast Road (Dianella Dr; Barclay Dr; Celerywood Dr) includin,3 intersection upgrades Tweed Coast Road (Dianella Dr; Barclay Dr; Celerywood Dr) includin,137,3 intersection upgrades Tweed Coast Road (Dianella Dr; Barclay Dr; Celerywood Dr) including traffic signals,Completed,Detailed Estimate,1548800,Yes,EXCL-COMPLETE,Completed V6 item not in TRDS,0,,0
